Task,Question,Token_Step,Token_Rank,Prob_B1,Mean_Prob_Runs,Std_Prob_Runs (sigma_j),Range_Prob_Runs (R_j),N_runs
gpt-4o,question_003,7,4,8.908096099147297e-05,9.185398456875915e-05,6.198656463687336e-06,2.8879810376474983e-05,30
gpt-4o,question_003,7,5,2.6332281771952997e-05,2.2765131883420193e-05,6.136657459931831e-06,2.4933984838743752e-05,30
gpt-4o,question_003,7,6,1.205579708677064e-05,1.1598501279169027e-05,5.509271337756069e-06,2.0064944964144785e-05,30
gpt-4o,question_003,7,7,2.5668273196160642e-06,1.7886756553397593e-06,1.1536340266783671e-06,4.745191458922442e-06,30
gpt-4o,question_003,7,8,9.44282999923949e-07,5.350319623220498e-07,2.957379653338178e-07,1.0027453763676157e-06,30
gpt-4o,question_003,7,9,3.1877591950891843e-07,3.10598117677396e-07,9.987164446242427e-08,3.66539634594566e-07,30
gpt-4o,question_003,7,10,9.534064410225237e-08,8.046575836441067e-08,3.589561345030698e-08,1.3429653037580884e-07,30
gpt-4o,question_003,8,1,0.9990118616778906,0.9990109073892282,0.00023404685248209803,0.0007808725178400922,30
gpt-4o,question_003,8,2,0.000985005351877321,0.0009865602293325614,0.0002337017741034248,0.0007792640045116293,30
gpt-4o,question_003,8,3,3.0385991329983057e-06,2.46772698714851e-06,7.523970622002546e-07,3.35208421700143e-06,30
gpt-4o,question_003,8,4,3.3033400083224104e-09,4.9609343520642394e-09,1.5500042272740609e-09,6.2931696793342175e-09,30
gpt-4o,question_003,8,5,1.3851292482960627e-09,2.1001007500328912e-09,5.463350513914853e-10,2.358266704340446e-09,30
gpt-4o,question_003,8,6,9.519844820936824e-10,9.596614385834275e-10,2.960501052432985e-10,1.018481477686369e-09,30
gpt-4o,question_003,8,7,5.684558981323006e-10,8.165995677267819e-10,1.6939784951851315e-10,6.975533095065883e-10,30
gpt-4o,question_003,8,8,5.026413326220754e-10,5.701822311250917e-10,1.061616864393483e-10,4.852706484764528e-10,30
gpt-4o,question_003,8,9,3.434417379551954e-10,4.4029615448176794e-10,9.221642408759925e-11,4.337870424978336e-10,30
gpt-4o,question_003,8,10,3.096683417173503e-10,4.786126775588086e-10,1.4921171621068278e-10,6.995820922799966e-10,30
gpt-4o,question_003,9,1,1.0,1.0,0.0,0.0,30
gpt-4o,question_003,9,2,9.736200313009565e-10,1.420480146619173e-09,5.737039165881184e-10,1.6979586845388865e-09,30
gpt-4o,question_003,9,3,2.3859584989085823e-10,3.3788211713212486e-10,8.830552573366606e-11,3.4387191034766277e-10,30
gpt-4o,question_003,9,4,1.8727602834756489e-10,2.619340193217226e-10,7.594502013389671e-11,2.3542746363936654e-10,30
gpt-4o,question_003,9,5,1.1903988629825626e-10,1.6621676866332326e-10,5.95613002320385e-11,1.8841456235635934e-10,30
gpt-4o,question_003,9,6,7.806826341433549e-11,1.0324792971143634e-10,3.231027725589726e-11,1.1290997500135127e-10,30
gpt-4o,question_003,9,7,4.772217220174583e-11,6.714538867085504e-11,1.821659845149934e-11,5.439191334645062e-11,30
gpt-4o,question_003,9,8,2.6561388893780798e-11,3.462627293815379e-11,1.1125478835166953e-11,3.7239002182270706e-11,30
gpt-4o,question_003,9,9,1.9281500558056764e-11,3.222812613303835e-11,1.3596453531630259e-11,3.912973134569966e-11,30
gpt-4o,question_003,9,10,1.8113293494883847e-11,2.73157605465509e-11,8.567278392654767e-12,2.7186566231954265e-11,30
gpt-4o,question_003,10,1,0.9917376113519338,0.9917708764117102,0.0015187596509275319,0.00773022579680438,30
gpt-4o,question_003,10,2,0.008060364584194584,0.00796992825626049,0.0014851291317733329,0.007639809511302087,30
gpt-4o,question_003,10,3,0.00020178718277574887,0.0002589204444608338,6.648784801372409e-05,0.00026822677568470656,30
gpt-4o,question_003,10,4,1.8115334280131914e-07,1.9371056654135455e-07,3.455102388397975e-08,1.4214512627766708e-07,30
gpt-4o,question_003,10,5,6.008011751250006e-09,1.1689821416333262e-08,4.651291084622343e-09,2.054474875778096e-08,30
gpt-4o,question_003,10,6,5.128132015748529e-10,6.922275650463073e-10,1.8239889282472026e-10,5.895810903921761e-10,30
gpt-4o,question_003,10,7,4.4553983057858457e-10,4.8071478797254e-10,1.4188215866573718e-10,5.17013451899955e-10,30
gpt-4o,question_003,10,8,3.524510154648701e-10,6.812220167463023e-10,2.2198446278327135e-10,6.897272278969042e-10,30
gpt-4o,question_003,10,9,3.310970879295734e-10,4.4826166804080737e-10,9.567999829098508e-11,3.145579872457161e-10,30
gpt-4o,question_003,10,10,3.0621474883100735e-10,4.2837797789235276e-10,1.0186256596398504e-10,3.2345302901336694e-10,30
gpt-4o,question_003,11,1,1.0,1.0,0.0,0.0,30
gpt-4o,question_003,11,2,1.925249835420286e-08,3.695739734084645e-08,1.0366817884943868e-08,3.2063415994730477e-08,30
gpt-4o,question_003,11,3,4.5277536338737654e-10,5.618412436730637e-10,1.0386986735705524e-10,3.4154890409990606e-10,30
gpt-4o,question_003,11,4,4.122566597418165e-10,8.036115921478929e-10,2.2597993218850657e-10,8.304146237751997e-10,30
gpt-4o,question_003,11,5,2.5798362551942955e-10,5.358947797287975e-10,1.812756539930576e-10,6.252306536634997e-10,30
gpt-4o,question_003,11,6,2.4616969518153846e-10,5.972297874955677e-10,1.7748060178784742e-10,6.97495196907247e-10,30
gpt-4o,question_003,11,7,2.2414005812055543e-10,5.417072336674113e-10,1.871864134897753e-10,5.460567798666044e-10,30
gpt-4o,question_003,11,8,9.791953949943383e-11,2.730994595135991e-10,9.145629297124715e-11,3.0165331625654057e-10,30
gpt-4o,question_003,11,9,7.625981404015043e-11,1.2501041686033977e-10,3.5766655711542047e-11,1.1328397073536793e-10,30
gpt-4o,question_003,11,10,5.15999712815652e-11,9.502471509502622e-11,3.1424248614404164e-11,1.1084263910793671e-10,30
gpt-4o,question_003,12,1,1.0,0.9999999870924913,4.829547532349169e-08,1.9361263070560852e-07,30
gpt-4o,question_003,12,2,1.752959923395376e-08,2.8730098489484774e-08,6.760386088485e-09,2.3913423209409814e-08,30
gpt-4o,question_003,12,3,9.023464371025989e-09,1.1377304835969614e-08,3.750323788429965e-09,1.3115389270674606e-08,30
gpt-4o,question_003,12,4,5.871680252669901e-09,5.900892813582912e-09,8.634640426476723e-10,3.0450413820978835e-09,30
gpt-4o,question_003,12,5,3.6744036116318696e-09,3.704835229518283e-09,1.2338275499263298e-09,4.418187065815761e-09,30
gpt-4o,question_003,12,6,4.090484529630799e-10,4.418336796383026e-10,6.889701476722576e-11,2.3060206209951456e-10,30
gpt-4o,question_003,12,7,3.8426546003716083e-10,2.8626811084998933e-10,5.5564307295917083e-11,2.001269461513008e-10,30
gpt-4o,question_003,12,8,2.2239578634990866e-10,2.4592472259417034e-10,2.965647600788529e-11,1.5965248621704618e-10,30
gpt-4o,question_003,12,9,1.8293778382344208e-10,2.8409153371752813e-10,7.449601294927375e-11,2.8436033123169133e-10,30
gpt-4o,question_003,12,10,1.447156982389987e-10,1.5506085963554827e-10,2.274503212508076e-11,7.803888828727782e-11,30
gpt-4o,question_003,13,1,1.0,0.9999998138033893,1.458362764232258e-07,3.12816276770711e-07,30
gpt-4o,question_003,13,2,2.3177632841003048e-08,3.884700095476759e-08,1.2254767249133633e-08,4.1572960053310306e-08,30
gpt-4o,question_003,13,3,2.0255413414678487e-08,4.8970128264084414e-08,1.803974927687055e-08,7.905652970688395e-08,30
gpt-4o,question_003,13,4,9.988064567923197e-09,1.489287504085463e-08,3.586806184679303e-09,2.0190518733318037e-08,30
gpt-4o,question_003,13,5,6.771475174596494e-09,1.1285923700867565e-08,2.57773592016444e-09,1.080443677861399e-08,30
gpt-4o,question_003,13,6,1.5377142905381955e-09,1.938842829904593e-09,2.32181817471194e-10,1.0885017033242232e-09,30
gpt-4o,question_003,13,7,1.4055846496044574e-09,2.5496522328868872e-09,7.892848707492228e-10,3.020933587516548e-09,30
gpt-4o,question_003,13,8,1.3281841544320144e-09,1.7036797363151496e-09,3.2877436836903937e-10,1.0242462333375615e-09,30
gpt-4o,question_003,13,9,1.2464956689995663e-09,1.7937888831093668e-09,3.2156787518269887e-10,1.68758228982172e-09,30
gpt-4o,question_003,13,10,1.1981579888834278e-09,2.2030720508640197e-09,5.684530950076111e-10,1.9202678539509597e-09,30
gpt-4o,question_003,14,1,1.0,0.9999998967399301,9.659095064698339e-08,1.9361263070560852e-07,30
gpt-4o,question_003,14,2,2.250845096074659e-08,4.0640258251799014e-08,1.2199462848797878e-08,5.544238633920297e-08,30
gpt-4o,question_003,14,3,7.839721705198704e-09,1.3270191246577346e-08,3.203605381339724e-09,1.1869336490362098e-08,30
gpt-4o,question_003,14,4,3.732267048937714e-09,5.992293314442805e-09,1.2451250826602666e-09,4.483690756425021e-09,30
gpt-4o,question_003,14,5,2.0134070502006793e-09,3.4567643255354924e-09,8.906502649129096e-10,3.3747496264872695e-09,30
gpt-4o,question_003,14,6,8.795923978681416e-10,1.2369431250055543e-09,2.695424570907954e-10,1.1077164433285018e-09,30
gpt-4o,question_003,14,7,7.642031186421785e-10,1.1684378436266227e-09,2.6594896696322533e-10,1.0126223668019082e-09,30
gpt-4o,question_003,14,8,4.492518375552553e-10,6.169947283207813e-10,9.616294611339227e-11,3.579075184369505e-10,30
gpt-4o,question_003,14,9,2.5398396012961594e-10,3.9591818542359774e-10,9.69995974901537e-11,4.253553256284863e-10,30
gpt-4o,question_003,14,10,1.9322080763021514e-10,5.564645153227056e-10,2.2454504055922488e-10,8.595134527027224e-10,30
gpt-4o,question_003,15,1,1.0,1.0,0.0,0.0,30
gpt-4o,question_003,15,2,9.165563258383247e-09,8.44677890713992e-09,1.2329667007848293e-09,5.112832637372054e-09,30
gpt-4o,question_003,15,3,1.0445418173234698e-09,1.0818476198294694e-09,4.015697088355284e-10,1.4984500818129734e-09,30
gpt-4o,question_003,15,4,7.566635545902763e-11,8.483771278540572e-11,1.8063103119975502e-11,7.94178572536108e-11,30
gpt-4o,question_003,15,5,4.885387090229027e-11,5.555888128841331e-11,6.186234539481786e-12,2.7692635960566394e-11,30
gpt-4o,question_003,15,6,1.6817623693351104e-11,2.020317238485881e-11,3.645993020918199e-12,1.7144709948745243e-11,30
gpt-4o,question_003,15,7,1.3619326714763813e-11,2.3558524375972538e-11,6.33423043466079e-12,1.9510419748927978e-11,30
gpt-4o,question_003,15,8,1.0900772038298744e-11,1.2629033682831962e-11,2.2509032322129058e-12,1.164229678472974e-11,30
gpt-4o,question_003,15,9,3.525165430948494e-12,3.940137362439402e-12,4.131339346069886e-13,1.7047460284434205e-12,30
gpt-4o,question_003,15,10,2.8325499997554406e-12,2.4328992805939267e-12,2.440244096199786e-13,1.148593605482243e-12,30
gpt-4o,question_003,16,1,0.9999785883647233,0.9999771937154064,2.4950987736782605e-06,9.178470350090784e-06,30
gpt-4o,question_003,16,2,2.0785166372633506e-05,2.214174782821415e-05,2.4062713413816204e-06,8.9099579480719e-06,30
gpt-4o,question_003,16,3,8.297649343942635e-08,1.100613278396844e-07,2.88295285190845e-08,1.528234646255844e-07,30
gpt-4o,question_003,16,4,7.674071148229567e-08,9.637917633443162e-08,2.0609504741528387e-08,8.619269770192745e-08,30
gpt-4o,question_003,16,5,6.987321294430597e-08,4.7581253742404545e-08,2.48161116061083e-08,1.231163633518916e-07,30
gpt-4o,question_003,16,6,6.263394328226007e-08,8.02581941788047e-08,3.2116120342428825e-08,1.6299560465459527e-07,30
gpt-4o,question_003,16,7,3.5134457922684946e-08,4.756097079276763e-08,9.718600473034894e-09,3.806215398658122e-08,30
gpt-4o,question_003,16,8,3.3005768727440653e-08,4.804568082179082e-08,1.1347478607158252e-08,4.2883273274011756e-08,30
gpt-4o,question_003,16,9,2.8452751121096112e-08,3.5618999561738155e-08,6.108894754647606e-09,2.219025131752674e-08,30
gpt-4o,question_003,16,10,2.5504881267782337e-08,3.1473499880814954e-08,7.56737481820272e-09,4.2640258598800015e-08,30
gpt-4o,question_003,17,1,0.7273808704047431,0.7093153189951152,0.023778774173224555,0.09666682769840562,30
gpt-4o,question_003,17,2,0.25935564419711093,0.2745291652191127,0.02237903947657212,0.09086549229485205,30
gpt-4o,question_003,17,3,0.004604114054272202,0.0053191541393347455,0.0003244202983945446,0.001665439724031599,30
gpt-4o,question_003,17,4,0.004393276321468961,0.005557052290415101,0.0009877057715968337,0.003991096419776765,30
gpt-4o,question_003,17,5,0.003115299400709471,0.00364987768209418,0.00046120520944295073,0.00193822025733262,30
gpt-4o,question_003,17,6,0.0008000750553064973,0.0010235552581393586,0.00016940225966463577,0.0006410020307244477,30
gpt-4o,question_003,17,7,0.00017034580915082062,0.0003309810809390424,0.00013404137424768555,0.00038953497771786595,30
gpt-4o,question_003,17,8,9.407389047854295e-05,0.00015892386853171668,4.5528539803712e-05,0.00013930035214654743,30
gpt-4o,question_003,17,9,3.354307864390202e-05,3.48487761152027e-05,4.106097025238268e-06,2.1035583423852636e-05,30
gpt-4o,question_003,17,10,2.305379832959628e-05,3.121570028935469e-05,6.813520689971313e-06,2.507979775855204e-05,30
gpt-4o,question_003,18,1,0.24134154064058538,0.22758866998878077,0.017531939483669535,0.055292651463799025,30
gpt-4o,question_003,18,2,0.17656924304671337,0.17259990792584715,0.00404921224394263,0.01632818141999695,30
gpt-4o,question_003,18,3,0.1463810438607976,0.15691780921182608,0.009545691646460273,0.03318757955485113,30
gpt-4o,question_003,18,4,0.14187737260722444,0.1458203707588162,0.00790546173748548,0.03039956810465297,30
gpt-4o,question_003,18,5,0.11579693668812388,0.11419451636604923,0.0058582981565023515,0.023441253750424745,30
gpt-4o,question_003,18,6,0.06597910568134707,0.0633009029909844,0.003284726038335845,0.014382198719689647,30
gpt-4o,question_003,18,7,0.05555997741110984,0.059321186260500064,0.0032638814367996804,0.014644044845367202,30
gpt-4o,question_003,18,8,0.025437211238083367,0.025586740060797898,0.0026948983352738233,0.01213159292200798,30
gpt-4o,question_003,18,9,0.02352557462507131,0.02612831200515973,0.002123912111677677,0.006969843394301033,30
gpt-4o,question_003,18,10,0.0012863877688074317,0.0013171570871911822,0.0001288201066832977,0.0005371944384032592,30
gpt-4o,question_003,19,1,0.9939021773020712,0.9919721150398535,0.0011133451744584522,0.005846341239824415,30
gpt-4o,question_003,19,2,0.004602680672975015,0.005485495949298702,0.000766678517258147,0.004427656074156558,30
gpt-4o,question_003,19,3,0.001494271636943928,0.002541232292058391,0.0004815436061491217,0.0016508556973597662,30
gpt-4o,question_003,19,4,1.9939224595400604e-07,2.577473781005823e-07,4.014824564276673e-08,1.6523111577645644e-07,30
gpt-4o,question_003,19,5,1.7596303945379616e-07,1.837856520605306e-07,1.5967705531458775e-08,6.110657753358265e-08,30
gpt-4o,question_003,19,6,1.481757352768583e-07,1.460242274737082e-07,2.0050805043255543e-08,8.022332155038254e-08,30
gpt-4o,question_003,19,7,7.335230801547852e-08,7.511164762565426e-08,7.3867511970234596e-09,3.2919154058820874e-08,30
gpt-4o,question_003,19,8,4.963265429735305e-08,5.6666567978900874e-08,4.316872158165807e-09,2.189005071682549e-08,30
gpt-4o,question_003,19,9,4.1794885261592075e-08,3.5678982871046476e-08,6.7830612623078874e-09,2.5753247545980982e-08,30
gpt-4o,question_003,19,10,3.0103726554262615e-08,4.4904831821340016e-08,8.403977063001422e-09,3.782306339539528e-08,30
gpt-4o,question_003,20,1,0.889753692169346,0.8900410092285974,0.007760866214714286,0.029701323472392294,30
gpt-4o,question_003,20,2,0.10963917192741376,0.10913934734165326,0.007703913148513993,0.029528569238272198,30
gpt-4o,question_003,20,3,0.00038626059541051563,0.000512702062875182,8.769131489481085e-05,0.00038467268606386085,30
gpt-4o,question_003,20,4,6.979586444117282e-05,0.00010362535137913693,2.139950760567331e-05,6.119736695094495e-05,30
gpt-4o,question_003,20,5,3.375107468463412e-05,4.219410534167759e-05,5.909656121508142e-06,2.026186824890436e-05,30
gpt-4o,question_003,20,6,3.0018827234988727e-05,4.3006516222548514e-05,6.9229700367042695e-06,2.7405950748386773e-05,30
gpt-4o,question_003,20,7,2.7119750395368912e-05,3.657374129740579e-05,6.042602643716423e-06,2.3954904423706833e-05,30
gpt-4o,question_003,20,8,1.6971106141889654e-05,1.5102103862539209e-05,2.7937076901774316e-06,1.0617824525483532e-05,30
gpt-4o,question_003,20,9,1.2223829193958928e-05,1.9145786588782797e-05,4.759563661208061e-06,1.4982424131750694e-05,30
gpt-4o,question_003,20,10,8.111079846951036e-06,1.296433397146638e-05,3.057539875888968e-06,1.0295098284801364e-05,30
gpt-4o,question_004,0,1,0.9859728226372451,0.9885412650774433,0.0011654654487923445,0.004318802683653367,30
gpt-4o,question_004,0,2,0.007527996807280203,0.005516523100788526,0.0008742721367561439,0.003353027138756538,30
gpt-4o,question_004,0,3,0.001963795299487952,0.001910276069010265,0.00015801364678308047,0.0009681994723025587,30
gpt-4o,question_004,0,4,0.0019033756699721486,0.0017063476684804817,0.00017810427397894562,0.0009075645708436116,30
gpt-4o,question_004,0,5,0.0016280434854213121,0.001368886128974469,0.0003234060022804115,0.0008179951175340515,30
gpt-4o,question_004,0,6,0.00045209134817815114,0.00045129094167821704,6.207625666607955e-05,0.00017624911285227983,30
gpt-4o,question_004,0,7,0.00034125645332146935,0.00026585654690377766,6.852384703378889e-05,0.00022164265191144454,30
gpt-4o,question_004,0,8,0.00012359483798985696,0.00012901263012387437,2.1151316229176767e-05,7.115107329509346e-05,30
gpt-4o,question_004,0,9,5.747693749571526e-05,7.73844779570907e-05,2.0829614949820097e-05,6.282362462080494e-05,30
gpt-4o,question_004,0,10,8.95318003467291e-06,1.0728556066407506e-05,1.1883504856286572e-06,3.980248215332993e-06,30
gpt-4o,question_004,1,1,0.9723636196523882,0.9714618830507793,0.0009396771664328684,0.003959111521885994,30
gpt-4o,question_004,1,2,0.01699390332590486,0.016936322352974025,0.0002803383920647057,0.0013424722374058388,30
gpt-4o,question_004,1,3,0.0025259182294434246,0.0027349781464467747,0.00022942114354167087,0.0008492036849311476,30
gpt-4o,question_004,1,4,0.0019671870950648757,0.00213671188754552,0.0002230428657940073,0.0008481020519860766,30
gpt-4o,question_004,1,5,0.0015561730774207676,0.0016080245683805611,0.00017789078132304692,0.0006409757364214336,30
gpt-4o,question_004,1,6,0.0011385205447870259,0.0014366444066844558,0.0001331325446858389,0.0007025841548244783,30
gpt-4o,question_004,1,7,0.0007703615351533923,0.0008225333464522383,0.00013385123321510848,0.0005159428392235517,30
gpt-4o,question_004,1,8,0.0006693017005070249,0.0008525316674042383,0.00010245768126595252,0.0005053074382129137,30
gpt-4o,question_004,1,9,0.0006589251394308269,0.0006188269084364082,9.024405532619893e-05,0.0003070901492042504,30
gpt-4o,question_004,1,10,0.0002970008292326848,0.0003029963071942651,2.563459507346986e-05,0.00011621859951672253,30
gpt-4o,question_004,2,1,0.7499307024689201,0.7346898394939306,0.011821074659397553,0.03819129848926461,30
gpt-4o,question_004,2,2,0.21152767380821597,0.2307804025388063,0.012905142564469728,0.04640974525459568,30
gpt-4o,question_004,2,3,0.038522046591786735,0.034514239535783336,0.00241706170359284,0.010247541035359086,30
gpt-4o,question_004,2,4,1.2330939024309508e-05,9.349692384587903e-06,1.6423382231994987e-06,5.39770591550297e-06,30
gpt-4o,question_004,2,5,2.371858848449324e-06,1.9982057496281395e-06,5.599982254525323e-07,1.576610094310319e-06,30
gpt-4o,question_004,2,6,1.797380310891444e-06,1.4801960359252265e-06,1.671017748652502e-07,5.783038187611556e-07,30
